ID|SalesArea|TimeSince1stOpening|TimeSinceLastOpening|HasCoffee|IsInShoppingMall|HasOnSiteBakery|Population_by_ZC_area_500m|Population500m|Population200m|Population100m|PurchasingPower500m|PurchasingPower200m|PurchasingPower100m|AlcSpending|FoodNonAlcSpending|TobaccoSpending|PopulationDistrict|NonNetworkShopsPerPop|NonNetworkShopsPerPP|NonNetworkShops|ZabkaCount500m|ZabkaCount200m|ZabkaCount100m|SelectedGFKNetworksPerPop|SelectedGFKNetworksPerPP|SelectedGFKNetworksPerZCArea|SelectedGFKNetworks|HighPriceCompetitors500m|HighPriceCompetitors200m|HighPriceCompetitors100m|LowPriceCompetitors500m|LowPriceCompetitors200m|LowPriceCompetitors100m|Discount_500mers500m|Discount_200mers200m|Discount_100mers100m|LiquorStores500m|LiquorStores200m|LiquorStores100m|DirectCompetitors500m|DirectCompetitors200m|DirectCompetitors100m|traditional_shops_100m|traditional_shops_200m|traditional_shops_500m|HasBiedronkaIn500|HasBiedronkaIn200|HasBiedronkaIn100|HasOtherDiscounterIn500|HasOtherDiscounterIn200|HasOtherDiscounterIn100|HasLiqureStoreIn500|HasLiqureStoreIn200|HasLiqureStoreIn100|DirectCompetitorsPerPP100K500m|DirectCompetitorsPerPP100K200m|DirectCompetitorsPerPP100K100m|DistanceCenterCompetitorsin200|TransportPOIs500m|TransportPOIs200m|TransportPOIs100m|TrafficDriversPOIs500m|TrafficDriversPOIs200m|TrafficDriversPOIs100m|AccomodationPlaces|CafeRestaurants500m|CafeRestaurants200m|CafeRestaurants100m|HasBigTrafficGenerator500m|HasBigTrafficGenerator200m|HasBigTrafficGenerator100m|HasChurchesIn500|HasChurchesIn200|HasChurchesIn100|HasBigDrugstoreIn100|HasSchoolIn200|HasSchoolIn100|HasMetroTrainStIn500|HasMetroTrainStIn200|HasMetroTrainStIn100|HasBusStopIn100|HasBusStopIn50|HasHospitalIn50|OfficeArea500m|OfficeArea200m|OfficeArea100m|asRuralArea500m|RuralArea200m|RuralArea100m|IsOfficeDistrict|DistanceCenterTrafficDriversin200|HasRossmannIn100|DistrictCategory|PP_PC_GMINA_CAT|POP_GMINA_CAT|IsCapitalCity|odl_drogi_krajowe_50m|odl_drogi_krajowe_25m|LocationClass|odl_drogi_sec_tert_25m|AccomodationPlacesPerPop|IsTouristicDistrict
2367|0,17611940298507461|,384210526315|,100558659217|0|0|0|7837|8040|1974,1582945834543|481,87885482353755|215783840,85106936|54670394,410969749|13265235,147408845|2032023|11370006|1702344|737098|3,8279954064055124E-3|1,3902801934416178E-7|30|2|1|1|0|0|0|0|1|0|0|1|0|0|1|0|0|3|0|3|0|0|0|2|2|5|1|0|0|0|0|0|1|0|0|9,26853462294412E-4|1,8291435625702153E-3|7,5385018726587321E-3|200|17|4|3|3|1|0|7294|2|0|0|1|0|0|1|1|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|59,452604185610738|0|miejska|25-30TYS|>500TYS|1|0|0|transport hub|1|9,8955634121921374|0
2373|0,21791044776119403|,410526315789|,128491620111|0|0|0|35|398|5,6559836739877305|1,4139954174480225|741410,34380049899|118625,62978710786|29656,396938040391|9916|60919|8811|7511|0,20000000000000001|9,44146525406932E-6|7|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|1|3|4|0|0|0|0|0|0|0|0|0|0,26975615011626625|1,6859762966816794|3,3719537882138866|190,59199184935136|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36790789210743619|0,23497419951984558|0,14222417821326802|0|200|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|0|0|0
2394|0,19701492537313434|,400000000000|,139664804469|0|0|0|1884|1932|1040,0394426100706|162,00980777315516|53933166,139796756|30246234,839198228|4723178,4100076491|149439|798701|109038|125710|1,5923566878980892E-2|5,562439987713477E-7|30|1|1|1|5,3078556263269638E-4|1,8541466625711593E-8|1,1456555566035147E-8|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|4|6|1|0|0|0|0|0|0|0|0|1,8541466625711593E-3|3,3061966400658553E-3|0,0211721835000169|200|2|0|0|1|1|0|869|0|0|0|0|0|0|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0,51670042086239121|0,11976698551807038|0|0|116,98936124151489|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|6,912735661443004|0
2416|0,18507462686567164|,373684210526|,396648044692|0|1|0|52|1366|8,2462749313074806|2,0615694901461095|984022,27744828514|157443,66207129194|39360,929977092819|23983|138912|20125|23748|0,75|3,9633249057259914E-5|39|1|1|1|0|0|0|0|2|0|0|1|0|0|0|0|0|1|0|1|0|0|0|3|5|9|0|0|0|0|0|0|1|0|0|0,10162371553143566|0,63514782801939074|2,5405903787892656|200|7|0|0|2|0|0|726|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|200|0|miejsko-wiejska|<20TYS|20-50TYS|0|0|0|neighbourhood|0|30,57099545224861|0
2429|0,23582089552238805|,357894736842|,245810055865|0|0|0|1569|5469|254,53379985559053|63,633472673583569|40215984,06919647|6523149,2174176266|1630787,886354401|315868|1709126|231981|129386|0,10707456978967496|4,1774434690180817E-6|168|1|1|1|1,4659018483110261E-2|5,7191190349652305E-7|3,227696796146867E-7|23|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|0|1|6|0|0|0|1|0|0|1|0|0|2,4865734934631438E-3|0,01533001877881123|6,1320053231170561E-2|200|10|2|0|0|0|0|933|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1,8716629600119012E-2|0|0|0|139,55375962456191|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|0|7,2109810953271607|0
2439|0,19402985074626866|,326315789473|,290502793296|0|0|0|698|2172|111,66894948576696|27,917229277659082|18584349,971287318|2973499,5871092649|743374,68125760823|305566|1654801|225956|44984|0,16189111747851004|6,0803848493266733E-6|113|1|1|1|1,7191977077363897E-2|6,457045857692042E-7|2,2638900093182659E-7|12|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|0|0|0|0|0|0|0|0|5,3808715480767018E-3|3,3630406553113598E-2|0,13452166521305844|200|2|1|1|0|0|0|14320|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,44243518997056019|1,1565561441170524E-2|0|0|81,56535616202892|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|318,33540814511827|0
2453|0,15820895522388059|,378947368421|,402234636871|0|0|0|5564|5656|1470,4691101859789|382,17304186213158|178267318,26866445|47415762,195355199|12341508,475423282|1230267|6898780|1011360|176463|1,3838964773544214E-2|4,3193559395982083E-7|77|2|1|1|8,9863407620416965E-4|2,8047765841546809E-8|1,0940745440903011E-6|5|1|0|0|1|1|0|0|0|0|3|1|3|2|2|0|1|2|7|0|0|0|0|0|0|1|1|1|2,2438212673237447E-3|6,3270099669385403E-3|8,1027372139425811E-3|143,36687869895638|11|2|2|38|9|1|6511|59|8|1|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|69,203769285517041|0|miejska|30-35TYS|50-200TYS|1|0|0|institutional hub|0|36,897253248556353|0
2472|0,18507462686567164|,384210526315|,083798882681|0|1|0|793|1004|126,94707711287582|31,736759876085856|23234508,714084189|3717520,7334558549|929379,90803171101|71670|395781|55808|24015|1,1349306431273645E-2|3,8735486559026836E-7|9|1|1|1|0|0|0|0|2|1|0|1|1|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|0|0|0|4,3039429510029819E-3|2,6899648225240352E-2|0,10759862477744456|115,85289694614956|0|0|0|1|1|0|96|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14968679618664874|0|0|0|197,65266626272191|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|3,9975015615240475|0
2473|0,18507462686567164|,378947368421|,111731843575|0|1|0|173|339|26,11396107871164|5,7738202820085096|3653545,7537764232|550013,31465420267|120816,49013263728|78894|463134|70168|10055|0,1791907514450867|8,4849081109651897E-6|31|1|1|1|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2,7370671325694158E-2|0,18181378038615434|0,82770158188022114|200|0|0|0|0|0|0|667|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,89473531079226631|0,99684836816763811|1,0000005570396939|0|0,54145891163598536|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|0|66,335156638488314|1
2488|0,14925373134328357|,331578947368|,078212290502|0|0|0|1448|2120|272,5129359203882|70,034715660609251|46461173,309440397|8710981,9220677353|2236776,2663852051|491193|2659271|369277|632996|1,1049723756906077E-2|3,4437356743956735E-7|16|5|3|1|6,9060773480662981E-4|2,152334796497296E-8|7,3415961271982377E-8|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|3|1|1|0|0|0|0|0|0|0|0,01076167398248648|3,4439286257729795E-2|4,4707198257967637E-2|48,959756394906393|6|5|3|2|2|2|9588|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|6,0980548872156988E-3|0|0|0|37,094273694731008|0|miejska|30-35TYS|>500TYS|1|0|0|transport hub|0|15,147015147015146|0
2497|0,21194029850746268|,357894736842|,379888268156|0|0|0|89|2750|14,307577762720097|3,5769007705637894|1936831,6766934993|309893,46464957588|77473,503263840728|32194|187292|27628|24227|0,5280898876404494|2,4266435005976865E-5|47|2|1|1|3,3707865168539325E-2|1,5489213833602256E-6|1,1065110467495841E-8|3|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|4|1|0|0|1|0|0|0|0|0|0,10326142555734837|0,32269154211780138|1,2907638842591631|200|11|0|0|12|5|4|89|2|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|5,1867128376195538E-2|0|0|0|28,342380383202123|0|miejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|0|3,6735873199323068|0
2508|0,16716417910447762|,321052631578|,055865921787|0|0|0|146|1269|23,374639290814056|5,8436578870836078|3165361,2762200651|506457,70354153222|126614,38394635671|23578|136700|19176|9919|0,11643835616438356|5,3706349817675953E-6|17|1|1|1|0|0|0|0|1|1|0|1|1|1|0|0|0|0|0|0|0|0|0|1|3|4|0|0|0|0|0|0|0|0|0|3,1591970480985852E-2|0,19744985474744481|0,78979968059843386|75,027350781178697|1|1|1|2|2|1|106|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|7,8254732223756507E-2|0|0|0|32,50600118779883|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|shopping street|1|10,686561145276741|0
2545|0,2417910447761194|,373684210526|,396648044692|0|1|0|161|1436|25,837557115325517|6,4593893122794883|4100744,6586824958|656119,14742769673|164029,78770630574|167857|961382|135530|27938|0,37888198757763975|1,4875347059428551E-5|61|1|1|1|3,7267080745341616E-2|1,4631488910913328E-6|4,4780295079853276E-8|6|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|2,4385814851522216E-2|0,15241134234848683|0,60964536623707244|200|0|0|0|2|2|2|162|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0,35751935807567298|0,39561682802299636|0,30516161857258906|0|11,104238234251802|0|miejsko-wiejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|5,7985539408690672|0
2551|0,16417910447761194|,363157894736|,385474860335|0|1|0|312|1646|49,994239939759971|12,498563128956475|6475466,0866268985|1036077,1749530857|259019,35889465178|180961|1018632|148447|19067|0,13141025641025642|6,3315905683875025E-6|41|1|1|1|0,00641025641025641|3,0885807650670743E-7|3,6264653603157331E-8|2|0|0|0|0|0|0|2|1|1|0|0|0|0|0|0|0|0|1|1|0|0|1|1|1|0|0|0|1,5442903825335372E-2|9,6517906597573755E-2|0,38607152927388705|0,27020186412831726|6|0|0|1|0|0|37|3|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0,39536089016839293|0,63494787964465815|0,95037834855920234|0|200|0|miejska|20-25TYS|<20TYS|0|1|1|shopping street|1|1,9405255152881942|0
2576|0,14626865671641792|,305263157894|,324022346368|0|0|0|7289|10724|820,16940706663047|228,49718176626382|228514237,7355454|26315969,883944634|7447574,3379973127|961632|5125342|696032|632996|2,6066675812868706E-3|8,3145803903861297E-8|19|1|1|1|1,3719303059404582E-4|4,3760949423084895E-9|3,4392483065579543E-7|1|0|0|0|1|1|0|1|0|0|0|0|0|2|1|0|0|1|4|1|0|0|0|0|0|0|0|0|8,7521898846169789E-4|3,7999739489369901E-3|1,3427190580670385E-2|151,49696832036392|17|4|0|14|4|0|9588|14|3|1|1|1|0|1|0|0|0|1|1|0|0|0|0|0|0|12621|1750|0|0|0|0|0|64,56457057112344|0|miejska|30-35TYS|>500TYS|1|0|0|transport hub|0|15,147015147015146|0
2577|0,21791044776119403|,357894736842|,379888268156|0|0|0|6331|6938|1244,7197813233033|430,02275165662661|198167676,04824162|39874176,203645013|13915587,402838711|542163|2904072|400010|306826|4,2647291107250039E-3|1,3624825470238226E-7|27|1|1|1|6,3181172010740797E-4|2,018492662257515E-8|8,8201601762129005E-7|4|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|3|1|1|0|0|0|0|0|0|0|5,0462316556437877E-4|2,507888802248376E-3|7,1861860448377834E-3|195,51569997795337|5|1|0|8|1|0|3743|6|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|9,6875575010500863E-3|0|0|0|41,486827273867263|0|miejska|30-35TYS|200-500TYS|1|0|0|institutional hub|0|12,199096556354416|0
2590|0,17611940298507461|,363157894736|,106145251396|0|1|0|1561|2308|249,6862990835007|62,421577511346698|39380598,264946252|6300898,2087293696|1575224,6213388487|262952|1481742|214435|60818|4,4202434336963484E-2|1,7521318375048351E-6|69|1|1|1|6,406149903907751E-4|2,539321503630196E-8|7,6092989980061369E-8|1|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|1|8|0|0|0|0|0|0|0|0|0|2,5393215036301959E-3|1,5870753135078158E-2|6,3483009753241323E-2|200|3|2|1|5|0|0|430|10|5|0|0|0|0|0|0|0|0|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|83,596129955219823|0|miejska|20-25TYS|50-200TYS|0|0|0|institutional hub|1|7,0702752474596338|0
2591|0,14925373134328357|,336842105263|,078212290502|1|0|0|26|1988|4,1408380766106108|1,0352090250443335|586371,33095038391|93819,386083902573|23454,835325913606|19067|109774|15511|8322|0,84615384615384615|3,751888750144495E-5|22|1|1|1|0|0|0|0|2|0|0|1|1|1|0|0|0|3|3|3|0|0|0|1|2|6|0|0|0|0|0|0|1|1|1|0,17054039773384069|1,0658777910843513|4,2635131993238513|43,373920469688464|0|0|0|5|1|0|2867|11|9|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,19486859707812448|0|0|0|41,242797777942449|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|344,50853160298004|1
2599|0,20298507462686566|,294736842105|,234636871508|0|0|0|698|2141|111,6689673550195|27,917238212284733|18584356,965969224|2973500,0629283297|743374,91916712397|232989|1261508|172331|44984|0,16189111747851004|6,0803825608236079E-6|113|1|1|1|1,7191977077363897E-2|6,4570434274233003E-7|2,2638900093182659E-7|12|1|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|5,3808695228527506E-3|3,3630401171580636E-2|0,13452162216077967|146,63932661195807|6|0|0|0|0|0|14320|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15828385776495396|0|0|0|54,172425585308055|0|miejska|25-30TYS|20-50TYS|0|0|0|neighbourhood|0|318,33540814511827|0
2604|0,16417910447761194|,326315789473|,251396648044|0|1|0|51|1415|8,1507398707540055|2,0376854209072008|1083716,2533049211|173394,62366848165|43348,665558660578|26530|154569|22593|18857|0,98039215686274506|4,6137538167872891E-5|50|1|1|1|1,9607843137254902E-2|9,2275076335745774E-7|3,4396513852825261E-9|1|3|1|0|2|0|0|1|0|0|0|0|0|0|0|0|3|3|10|1|0|0|0|0|0|0|0|0|9,2275076335745776E-2|0,57671915013462582|2,306876087446736|142,71678852379429|2|0|0|6|2|2|124|4|4|2|1|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0,11983501864872555|0|0|0|26,205024976575856|0|miejsko-wiejska|20-25TYS|<20TYS|0|1|1|neighbourhood|0|6,5758073924802458|0
2608|0,16417910447761194|,305263157894|,201117318435|0|1|0|1110|3307|177,58553578795028|44,396637963064386|29279735,939030867|4684743,4343813537|1171192,5595923695|177609|992872|142074|125394|0,27297297297297296|1,0348453983018709E-5|303|3|1|1|0,03063063063063063|1,1612126581605152E-6|3,755833717462152E-7|34|1|0|0|0|0|0|2|0|0|1|0|1|0|0|0|0|0|7|0|0|0|1|0|0|1|0|0|0,01024599404259278|2,1345886151651238E-2|8,5383056083283809E-2|200|9|1|1|3|1|0|806|1|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0,19040316370558008|3,8897928421181518E-2|1,0262454509736285E-2|0|86,60046581007532|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|6,4277397642630429|0
2618|0,18208955223880596|,336842105263|,128491620111|0|0|0|9152|9428|1462,227597618215|384,5253023183385|270175176,3205232|42733001,344226539|11221130,7014395|1041379|5881121|864017|356177|3,1687062937062935E-3|1,0733776653705504E-7|29|4|1|1|2,1853146853146853E-4|7,4026045887624162E-9|1,0884271139045253E-6|2|1|0|0|1|0|0|1|0|0|3|0|3|0|0|0|0|2|7|1|0|0|0|0|0|1|0|0|1,4805209177524833E-3|2,3401117837352778E-3|8,9117578843611132E-3|200|12|2|0|8|1|1|2965|8|0|0|0|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|35,008064206941135|0|miejska|25-30TYS|200-500TYS|1|1|1|neighbourhood|0|8,3245128124499903|0
2637|0,23582089552238805|,331578947368|,351955307262|0|0|0|420|2886|67,148224250073241|16,787058195646008|10120762,727906825|1619322,15992516|404830,59142302204|165413|932925|133493|33769|8,3333333333333329E-2|3,4582373820000318E-6|35|1|1|1|1,6666666666666666E-2|6,9164747640000636E-7|1,7661076905688163E-7|7|1|0|0|2|1|1|1|0|0|0|0|0|0|0|0|1|4|4|1|0|0|0|0|0|0|0|0|9,8806782342858064E-3|6,1754234256030743E-2|0,24701690563573642|87,891447553767406|4|0|0|13|10|5|185|10|6|1|1|0|0|1|1|1|0|1|0|1|0|0|0|0|0|0|0|0|7,6332834822139706E-2|0|0|0|76,335504976052121|0|miejsko-wiejska|20-25TYS|20-50TYS|0|0|0|institutional hub|0|5,4783973466789071|0
2649|0,2746268656716418|,310526315789|,329608938547|0|1|0|481|3149|78,181661881902542|19,545421014772732|11604841,859739223|1887913,143074455|471978,41965104995|127805|741188|108308|57897|0,21413721413721415|8,875605651925234E-6|103|1|1|1|1,8711018711018712E-2|7,7553835793521463E-7|4,5528216317215313E-8|9|2|1|0|1|1|1|2|1|0|2|2|2|0|0|0|1|1|4|1|1|0|0|0|0|1|1|1|8,6170928659468297E-3|5,2968538498095637E-2|0,21187409389169418|69,676157244665177|4|1|0|3|1|0|551|1|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,41594157049556169|0,80588044627221345|1,0000006623163311|0|64,06763114193285|0|miejska|20-25TYS|50-200TYS|0|0|0|neighbourhood|0|9,5169007029725208|0
2663|0,17313432835820897|,326315789473|,240223463687|0|0|0|6857|7310|1321,8589252743818|382,54770180674291|207045894,00378752|39897642,975123286|11559023,682544142|1219787|6580121|933704|632996|4,812600262505469E-3|1,5938495259121791E-7|33|2|1|1|2,9167274318214965E-4|9,6596940964374491E-9|1,1826846698323893E-6|2|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|2|7|1|0|0|0|0|0|0|0|0|9,6596940964374493E-4|2,5064137263033645E-3|8,6512496856473269E-3|200|14|4|4|5|2|1|9588|1|1|1|0|0|0|1|1|0|0|1|0|0|0|0|1|1|0|0|0|0|0|0|0|0|73,323091236254328|0|miejska|30-35TYS|>500TYS|1|0|0|transport hub|0|15,147015147015146|0
2664|0,21492537313432836|,321052631578|,111731843575|0|0|0|5114|6886|807,97490243542143|201,99231894901098|145723445,26369864|23010927,384030674|5752691,7846797304|1016634|5773732|841539|222496|2,6007039499413374E-2|9,1268772680556307E-7|133|7|2|1|7,8216660148611649E-4|2,7449254941520692E-8|4,1632612475166206E-7|4|3|0|0|1|0|0|1|0|0|3|1|3|0|0|0|1|2|18|1|0|0|0|0|0|1|1|1|4,8036196147661211E-3|8,6915227996763721E-3|1,7383166653620274E-2|106,94060439640569|4|0|0|29|8|5|995|25|13|5|1|0|0|1|0|0|1|1|1|0|0|0|0|0|0|1918|0|0|0|0|0|0|11,974668961177455|1|miejska|25-30TYS|200-500TYS|0|0|0|institutional hub|0|4,4719905076945201|0
2688|0,15223880597014924|,289473684210|,189944134078|0|1|0|227|1134|36,341275436185192|9,0853186334675513|5901471,2010030737|944235,3780938331|236058,8386623697|76640|416003|57496|127431|0,11013215859030837|4,2362318053421575E-6|25|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0,01694492722136863|0,10590579671127566|0,42362319736321347|200|4|2|2|1|0|0|342|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0,21791648511116538|9,0249428392678334E-3|0|0|22,93907017978146|0|miejska|25-30TYS|50-200TYS|0|0|0|neighbourhood|1|2,6838053534854156|0
2702|0,22089552238805971|,300000000000|,318435754189|0|0|0|14024|13131|2160,3413566217964|570,40560592564543|527587756,46662426|82063744,447798029|21383284,75529718|3730021|20138649|2745899|1720398|2,7809469480889904E-3|7,3921351513522439E-8|39|1|1|1|7,1306332002281798E-5|1,8954192695774984E-9|5,9256500521348741E-7|1|2|0|0|3|1|0|0|0|0|0|0|0|1|0|0|0|4|12|0|0|0|0|0|0|0|0|0|3,7908385391549967E-4|1,2185649177099333E-3|4,6765499849235025E-3|110,7989624118443|17|4|0|6|3|0|25199|7|3|1|1|1|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|96,784530840075661|0|miejska|>35TYS|>500TYS|1|0|0|transport hub|0|14,647192103222626|0
2705|0,17910447761194029|,326315789473|,346368715083|0|0|0|4915|5332|1808,6734958656059|501,30256935950473|150972943,71441567|56453846,347880669|15660726,681130206|1410425|8171089|1255184|117699|2,4415055951169887E-3|7,9484440753169064E-8|12|2|1|1|4,0691759918616479E-4|1,3247406792194845E-8|7,8923646910135389E-7|2|3|1|0|1|1|0|0|0|0|0|0|0|0|0|0|4|5|5|0|0|0|0|0|0|0|0|0|1,3247406792194845E-3|0,00177135848961962|6,3853997350257815E-3|147,62867237625875|4|0|0|3|0|0|1039|1|0|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|6500|0|0|0|0|0|0|87,311634108344279|0|miejska|25-30TYS|50-200TYS|1|0|0|neighbourhood|0|8,8276026134461638|0
2711|0,25970149253731345|,263157894736|,279329608938|0|0|0|514|3469|82,212529425726444|20,553129997038948|11939287,334100995|1910286,2223684548|477571,50076938368|136406|784968|119097|68550|0,2587548638132296|1,1139693373500224E-5|133|1|1|1|1,7509727626459144E-2|7,5381383730452634E-7|7,8970478367025913E-8|9|0|0|0|0|0|0|1|0|0|1|0|1|0|0|0|1|8|19|1|0|0|0|0|0|1|0|0|8,3757093033836258E-3|5,2348176325124569E-2|0,20939272933769426|200|9|0|0|1|0|0|247|4|0|0|0|0|0|0|0|0|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|59,403871259248952|0|miejska|20-25TYS|50-200TYS|0|0|0|institutional hub|0|3,6032093362509117|0
2725|0,15522388059701492|,326315789473|,111731843575|0|1|0|39|2590|6,2801876769664329|1,5700463759393006|839882,40995164774|134381,30454450872|33595,314510730524|41657|242109|35046|16154|0,48717948717948717|2,2622214461062276E-5|19|1|1|1|0,05128205128205128|2,3812857327433975E-6|6,4577020251078085E-9|2|2|0|0|0|0|0|2|0|0|1|1|1|0|0|0|3|5|11|1|0|0|1|0|0|1|1|0|0,11906428663716988|0,74415113277069567|2,9766055611135731|183,94490215923|1|0|0|8|2|1|122|3|0|0|1|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0,13253989519968312|4,2092398947293219E-2|0|0|95,152200323518173|0|miejsko-wiejska|20-25TYS|<20TYS|0|0|0|neighbourhood|0|7,5523090256283272|0
2743|0,18208955223880596|,305263157894|,016759776536|1|0|0|9200|9884|909,93633712279518|352,86800390049638|352524366,56951606|35954405,909553118|13966627,63416009|1580833|8459332|1182320|632996|5,3260869565217393E-3|1,3899748399473386E-7|49|8|1|1|4,3478260869565219E-4|1,1346733387325212E-8|2,7309622279533272E-6|4|0|0|0|1|0|0|1|0|0|1|0|1|5|1|0|0|0|15|1|0|0|0|0|0|1|0|0|3,687688350880694E-3|5,5626006031950547E-3|7,1599245443772211E-3|139,14456237371132|31|8|4|53|0|0|9588|36|2|0|1|0|0|1|0|0|0|1|1|0|0|0|1|0|0|80422|0|0|0|0|0|0|44,967021214089783|0|miejska|30-35TYS|>500TYS|1|0|0|transport-institutinal hub|1|15,147015147015146|0
2774|0,22089552238805971|,294736842105|,217877094972|0|0|0|318|2146|50,811097646126242|12,70281417654615|7124172,4617169397|1139866,1877565444|284967,43900401337|99008|578907|85799|43854|0,30503144654088049|1,3615616483352624E-5|97|2|1|1|1,2578616352201259E-2|5,614687209629948E-7|2,9179698951530234E-8|4|3|0|0|0|0|0|1|0|0|3|1|3|0|0|0|2|2|5|1|0|0|0|0|0|1|1|0|2,8073436048149741E-2|8,7729595871965854E-2|0,35091728496950009|125,63825175768234|2|0|0|8|0|0|502|7|3|1|0|0|0|1|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0,10141786533972846|0|0|0|75,694735413550546|0|miejska|20-25TYS|20-50TYS|0|0|0|neighbourhood|1|11,447074383180553|0
2795|0,19104477611940299|,300000000000|,318435754189|0|0|0|130|802|20,790866540677484|5,1977138257909772|3077863,6245639026|492458,02022533811|123114,43851264722|34731|197084|28355|10696|4,6153846153846156E-2|1,9494041100830548E-6|6|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3,2490068501384251E-2|0,20306299398726854|0,81225241497346601|200|1|1|1|2|2|0|0|2|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0,37628746891893083|0,01566531009272976|0|0|130,23627596791295|0|wiejska|20-25TYS|<20TYS|0|0|0|rural area|1|0|0
